domain,verdict,program_type,source_step,program_url,platform,contact_email,notes
alpaca.markets,FOUND,N/A,security.txt,https://alpaca.markets/.well-known/security.txt,,security@alpaca.markets,"security.txt: property=""og, content=""https, <meta content=""en"" property=""og, <meta content=""alpaca"" property=""og, <meta content=""website"" property=""og, <meta content=""https, <meta content=""website"" property=""article, <meta content=""summary_large_image"" name=""twitter, <meta content=""alpaca.markets"" name=""twitter, name=""twitter, <meta content=""@alpacahq"" name=""twitter, <link href=""https, href=""https, src=""https, <script>(function(w,d,s,l,i){w[l]=w[l]"
aries.com,FOUND,N/A,disclose_lookup,,,security@aries.com,"via disclose.io lookup (cert, convention)"
andcapitalventures.com,FOUND,N/A,disclose_lookup,,,https://www.first.org/members/teams/capital_group,"via disclose.io lookup (cert, convention, psirt)"
aption.com,FOUND,N/A,disclose_lookup,,,security@aption.com,"via disclose.io lookup (cert, convention)"
atominvest.co,FOUND,N/A,disclose_lookup,,,security@atominvest.co,"via disclose.io lookup (cert, convention, email)"
airpay.co.in,FOUND,N/A,disclose_lookup,,,security@airpay.co.in,"via disclose.io lookup (cert, convention)"
antler.co,FOUND,N/A,disclose_lookup,,,security@antler.co,"via disclose.io lookup (cert, convention)"
atriumdata.ai,FOUND,N/A,disclose_lookup,,,security@atriumdata.ai,"via disclose.io lookup (cert, convention)"
auquan.com,FOUND,N/A,disclose_lookup,,,security@auquan.com,"via disclose.io lookup (cert, convention)"
akua.la,FOUND,N/A,disclose_lookup,,,security@akua.la,"via disclose.io lookup (cert, convention)"
altfndata.com,FOUND,N/A,disclose_lookup,,,security@altfndata.com,"via disclose.io lookup (cert, convention)"
avici.money,FOUND,N/A,disclose_lookup,,,security@avici.money,"via disclose.io lookup (cert, convention)"
b.capital,FOUND,N/A,disclose_lookup,,,https://www.first.org/members/teams/capital_group,"via disclose.io lookup (cert, convention, psirt)"
alphacast.io,FOUND,N/A,disclose_lookup,,,security@alphacast.io,"via disclose.io lookup (cert, convention)"
aventure.vc,FOUND,N/A,disclose_lookup,,,security@aventure.vc,"via disclose.io lookup (cert, convention)"
badideas.fund,FOUND,N/A,disclose_lookup,,,security@badideas.fund,"via disclose.io lookup (cert, convention)"
bigdata.com,FOUND,N/A,disclose_lookup,,,security@ravenpack.com,"via disclose.io lookup (cert, convention, email)"
battery.com,FOUND,N/A,disclose_lookup,,,security@battery.com,"via disclose.io lookup (cert, convention)"
blindpay.com,FOUND,N/A,disclose_lookup,,,security@blindpay.com,"via disclose.io lookup (cert, convention)"
blocksize.info,FOUND,N/A,disclose_lookup,,,security@blocksize.info,"via disclose.io lookup (cert, convention)"
bluegamma.io,FOUND,N/A,disclose_lookup,,,security@bluegamma.io,"via disclose.io lookup (cert, convention)"
brale.xyz,FOUND,N/A,security.txt,https://brale.xyz/.well-known/security.txt,,security@brale.xyz,"security.txt: contact, expires, encryption, preferred-languages, policy"
bajajbroking.in,FOUND,N/A,disclose_lookup,,,security@bajajbroking.in,"via disclose.io lookup (cert, convention)"
alterdomus.com,NOT_FOUND,N/A,none,,,,Error: timeout
bridgemarketplace.com,FOUND,N/A,disclose_lookup,,,security@bridgemarketplace.com,"via disclose.io lookup (cert, convention)"
builders.studio,FOUND,N/A,disclose_lookup,,,security@builders.studio,"via disclose.io lookup (cert, convention)"
cashflowfrog.com,FOUND,N/A,disclose_lookup,,,security@cashflowfrog.com,"via disclose.io lookup (cert, convention)"
autocio.com,FOUND,N/A,disclose_lookup,,,security@autocio.com,"via disclose.io lookup (cert, convention)"
bsteuern.com,FOUND,N/A,disclose_lookup,,,security@bsteuern.com,"via disclose.io lookup (cert, convention)"
bloomberg.com,FOUND,N/A,security.txt,https://bloomberg.com/.well-known/security.txt,,reportvuln@bloomberg.net,"security.txt: contact, canonical, policy, preferred-languages, expires"
bnicapital.com,FOUND,N/A,disclose_lookup,,,security@bnicapital.com,via disclose.io lookup (convention)
chargeback.io,FOUND,N/A,disclose_lookup,,,security@chargeback.io,"via disclose.io lookup (cert, convention)"
caisgroup.com,FOUND,N/A,disclose_lookup,,,security@caisgroup.com,"via disclose.io lookup (cert, convention)"
chipax.com,FOUND,N/A,disclose_lookup,,,security@chipax.com,"via disclose.io lookup (cert, convention)"
chargebee.com,FOUND,N/A,disclose_lookup,,,security@chargebee.com,"via disclose.io lookup (cert, convention)"
checkout.com,FOUND,N/A,disclose_lookup,,,security@checkout.com,"via disclose.io lookup (cert, convention)"
branch.co,FOUND,N/A,disclose_lookup,,,https://hackerone.com/priyanshuxo,"via disclose.io lookup (bug_bounty, cert, convention, email)"
cryptoquant.com,FOUND,N/A,disclose_lookup,,,security@cryptoquant.com,"via disclose.io lookup (cert, convention)"
brain.fi,NOT_FOUND,N/A,none,,,,none
credix.finance,FOUND,N/A,disclose_lookup,,,security@credix.finance,"via disclose.io lookup (cert, convention)"
cumbuca.com,FOUND,N/A,security.txt,https://cumbuca.com/.well-known/security.txt,,security@cumbuca.com,"security.txt: contact, expires, preferred-languages, canonical, policy"
century.ae,FOUND,N/A,disclose_lookup,,,security@century.ae,"via disclose.io lookup (cert, convention)"
clarity.ai,FOUND,N/A,disclose_lookup,,,rebeca.minguela@clarity.ai,"via disclose.io lookup (abuse_contact, cert, convention)"
dashplan.com.br,FOUND,N/A,disclose_lookup,,,security@dashplan.com.br,"via disclose.io lookup (cert, convention)"
dash.fi,FOUND,N/A,disclose_lookup,,,security@dash.fi,"via disclose.io lookup (cert, convention)"
cashfree.com,FOUND,N/A,disclose_lookup,,,security@cashfree.com,"via disclose.io lookup (cert, convention)"
cofi.ai,FOUND,N/A,disclose_lookup,,,security@cofi.ai,"via disclose.io lookup (cert, convention)"
clemta.com,FOUND,N/A,disclose_lookup,,,security@clemta.com,"via disclose.io lookup (cert, convention)"
danelfin.com,FOUND,N/A,disclose_lookup,,,security@danelfin.com,"via disclose.io lookup (cert, convention)"
dealflow.eu,FOUND,N/A,disclose_lookup,,,security@dealflow.eu,"via disclose.io lookup (cert, convention)"
dodopayments.com,FOUND,N/A,security.txt,https://dodopayments.com/.well-known/security.txt,,security@dodopayments.com,"security.txt: contact, expires, preferred-languages, canonical, policy"
dowgo.com,FOUND,N/A,disclose_lookup,,,security@dowgo.com,"via disclose.io lookup (cert, convention)"
drakerep.com,FOUND,N/A,disclose_lookup,,,security@drakerep.com,"via disclose.io lookup (cert, convention)"
datanomik.com,FOUND,N/A,disclose_lookup,,,security@datanomik.com,"via disclose.io lookup (cert, convention)"
embankment.com,FOUND,N/A,security.txt,https://embankment.com/.well-known/security.txt,,security@embankment.com,"security.txt: <meta property=""og, <!-- <meta property=""og, <meta name=""twitter, <script type=""application/ld+json"">{""@context"", <script id=""__umbraco_initial_data__"" type=""application/json"">{""page"""
eukonomy.com,FOUND,N/A,disclose_lookup,,,security@eukonomy.com,"via disclose.io lookup (cert, convention)"
criterionrsch.com,FOUND,N/A,disclose_lookup,,,security@criterionrsch.com,"via disclose.io lookup (cert, convention)"
edgewaterresearch.com,FOUND,N/A,disclose_lookup,,,security@edgewaterresearch.com,"via disclose.io lookup (cert, convention)"
fastpace.com,FOUND,N/A,disclose_lookup,,,security@fastpace.com,"via disclose.io lookup (cert, convention)"
defillama.com,FOUND,N/A,disclose_lookup,,,security@defillama.com,"via disclose.io lookup (cert, convention)"
digitalsurge.com.au,FOUND,N/A,disclose_lookup,,,security@digitalsurge.com.au,"via disclose.io lookup (cert, convention)"
fintoc.com,FOUND,N/A,disclose_lookup,,,security@fintoc.com,"via disclose.io lookup (cert, convention)"
fundify.com,FOUND,N/A,disclose_lookup,,,security@fundify.com,"via disclose.io lookup (cert, convention)"
flowcredi.com.br,FOUND,N/A,disclose_lookup,,,security@flowcredi.com.br,"via disclose.io lookup (cert, convention)"
finnest.ai,FOUND,N/A,disclose_lookup,,,security@finnest.ai,"via disclose.io lookup (cert, convention)"
firstround.com,FOUND,N/A,disclose_lookup,,,https://www.first.org/members/teams/capital_group,"via disclose.io lookup (cert, convention, psirt)"
goldwasserexchange.be,FOUND,N/A,disclose_lookup,,,security@goldwasserexchange.be,"via disclose.io lookup (cert, convention)"
forkast.gg,FOUND,N/A,disclose_lookup,,,security@forkast.gg,"via disclose.io lookup (cert, convention)"
goodfin.com,FOUND,N/A,disclose_lookup,,,security@goodfin.com,"via disclose.io lookup (cert, convention)"
goodwatercap.com,FOUND,N/A,disclose_lookup,,,security@goodwatercap.com,"via disclose.io lookup (cert, convention)"
dukascopy.com,FOUND,N/A,security.txt,https://dukascopy.com/.well-known/security.txt,,security@dukascopy.com,"security.txt: contact, expires"
fastmoss.com,FOUND,N/A,disclose_lookup,,,security@fastmoss.com,"via disclose.io lookup (cert, convention)"
finalto.com,FOUND,N/A,disclose_lookup,,,security@finalto.com,"via disclose.io lookup (cert, convention)"
flowcode.com,FOUND,N/A,disclose_lookup,,,security@flowcode.com,"via disclose.io lookup (cert, convention)"
genzdealz.ai,FOUND,N/A,disclose_lookup,,,security@genzdealz.ai,"via disclose.io lookup (cert, convention)"
gyramais.com.br,FOUND,N/A,security.txt,https://gyramais.com.br/security.txt,,hostmaster@gyramais.com.br,"security.txt: <!doctype html><html lang=""pt-br""><head><meta name=""viewport"" content=""width=device-width""/><title>gyra+ • plataforma de análise de crédito e automação de decisão "
gpbullhound.com,FOUND,N/A,disclose_lookup,,,security@gpbullhound.com,"via disclose.io lookup (cert, convention)"
histellar.com,FOUND,N/A,disclose_lookup,,,security@histellar.com,"via disclose.io lookup (cert, convention)"
harmoney.in,FOUND,N/A,disclose_lookup,,,security@harmoney.in,"via disclose.io lookup (cert, convention)"
guinnessgi.com,FOUND,N/A,disclose_lookup,,,security@guinnessgi.com,"via disclose.io lookup (cert, convention)"
hubpay.io,FOUND,N/A,disclose_lookup,,,security@hubpay.io,"via disclose.io lookup (cert, convention)"
hewison.com.au,FOUND,N/A,security.txt,https://hewison.com.au/.well-known/security.txt,,it@hewison.com.au,"security.txt: contact, expires, preferred-languages"
greenstreet.com,FOUND,N/A,disclose_lookup,,,security@greenstreet.com,"via disclose.io lookup (cert, convention)"
ibanfirst.com,FOUND,N/A,security.txt,https://ibanfirst.com/.well-known/security.txt,,security.txt@ibanfirst.com,"security.txt: contact, expires, encryption, acknowledgments, preferred-languages, canonical, policy"
hrsubsidies.nl,FOUND,N/A,disclose_lookup,,,security@hrsubsidies.nl,"via disclose.io lookup (cert, convention)"
heavybit.com,FOUND,N/A,disclose_lookup,,,security@heavybit.com,"via disclose.io lookup (cert, convention)"
insurely.com,FOUND,N/A,disclose_lookup,,,security@insurely.com,"via disclose.io lookup (cert, convention)"
jaz.ai,FOUND,N/A,disclose_lookup,,,security@jaz.ai,"via disclose.io lookup (cert, convention)"
influee.co,FOUND,N/A,disclose_lookup,,,security@influee.co,"via disclose.io lookup (cert, convention)"
investdefy.com,FOUND,N/A,disclose_lookup,,,security@investdefy.com,"via disclose.io lookup (cert, convention)"
joinotto.com,FOUND,N/A,security.txt,https://joinotto.com/security.txt,,hello@joinotto.com,"security.txt: contact, expires, preferred-languages"
kashable.com,FOUND,N/A,security.txt,https://kashable.com/.well-known/security.txt,,security@kashable.com,"security.txt: <title>kashable, <meta  property=""og, <script>(function(w,d,s,l,i){w[l]=w[l]"
inki.tech,FOUND,N/A,disclose_lookup,,,security@inki.tech,"via disclose.io lookup (cert, convention)"
karmelcapital.com,FOUND,N/A,disclose_lookup,,,https://www.first.org/members/teams/capital_group,"via disclose.io lookup (cert, convention, psirt)"
kilde.sg,FOUND,N/A,disclose_lookup,,,security@kilde.sg,"via disclose.io lookup (cert, convention)"
investnext.com,FOUND,N/A,disclose_lookup,,,https://hackerone.com/investnext,"via disclose.io lookup (cert, convention, vdp)"
indmoney.com,FOUND,N/A,disclose_lookup,,,https://www.indmoney.com/page/bug-bounty,"via disclose.io lookup (bug_bounty, cert, convention)"
klubi.com.br,FOUND,N/A,disclose_lookup,,,security@klubi.com.br,"via disclose.io lookup (cert, convention)"
icmarkets.com,FOUND,N/A,disclose_lookup,,,security@icmarkets.com,"via disclose.io lookup (cert, convention)"
interfacefinancial.com,FOUND,N/A,disclose_lookup,,,security@interfacefinancial.com,"via disclose.io lookup (cert, convention)"
kredfeed.com,FOUND,N/A,disclose_lookup,,,security@kredfeed.com,"via disclose.io lookup (cert, convention)"
inderes.com,FOUND,N/A,disclose_lookup,,,security@inderes.com,"via disclose.io lookup (cert, convention)"
kruncher.ai,FOUND,N/A,security.txt,https://kruncher.ai/.well-known/security.txt,,security@kruncher.ai,"security.txt: <!doctype html><html lang=""en"" style=""--header-height"
kourawealth.co.nz,FOUND,N/A,disclose_lookup,,,security@kourawealth.co.nz,"via disclose.io lookup (cert, convention)"
mandaprofinanceiro.com,FOUND,N/A,disclose_lookup,,,security@mandaprofinanceiro.com,"via disclose.io lookup (cert, convention)"
lpanalyst.com,FOUND,N/A,disclose_lookup,,,security@lpanalyst.com,"via disclose.io lookup (cert, convention)"
lawtrades.com,FOUND,N/A,disclose_lookup,,,security@lawtrades.com,"via disclose.io lookup (cert, convention)"
maniv.com,FOUND,N/A,disclose_lookup,,,security@maniv.com,"via disclose.io lookup (cert, convention)"
mechanism.com,FOUND,N/A,disclose_lookup,,,security@mechanism.com,"via disclose.io lookup (cert, convention)"
memberstack.com,FOUND,N/A,disclose_lookup,,,security@memberstack.com,"via disclose.io lookup (cert, convention)"
leverest.net,FOUND,N/A,disclose_lookup,,,security@leverest.net,"via disclose.io lookup (cert, convention)"
maya-pci.com,FOUND,N/A,disclose_lookup,,,https://www.first.org/members/teams/capital_group,"via disclose.io lookup (convention, psirt)"
mercury.com,FOUND,N/A,disclose_lookup,,,security@mercury.com,"via disclose.io lookup (cert, convention, email)"
merrittadvisory.com,FOUND,N/A,disclose_lookup,,,security@merrittadvisory.com,"via disclose.io lookup (cert, convention)"
maximo.pe,FOUND,N/A,disclose_lookup,,,security@maximo.pe,"via disclose.io lookup (cert, convention)"
mkt1.co,FOUND,N/A,disclose_lookup,,,security@mkt1.co,"via disclose.io lookup (cert, convention)"
luxusco.com,FOUND,N/A,disclose_lookup,,,security@luxusco.com,"via disclose.io lookup (cert, convention)"
masters.vc,FOUND,N/A,disclose_lookup,,,security@masters.vc,"via disclose.io lookup (cert, convention)"
monest.com.br,FOUND,N/A,disclose_lookup,,,cyber@monest.com.br,"via disclose.io lookup (cert, convention, email)"
mollie.com,FOUND,N/A,security.txt,,,responsible-disclosure@mollie.com,"security.txt: hash, contact, preferred-languages, policy, encryption, acknowledgments, canonical, hiring, expires"
lendingspot.net,NOT_FOUND,N/A,none,,,,Error: timeout
msbureau.com,FOUND,N/A,disclose_lookup,,,security@msbureau.com,"via disclose.io lookup (cert, convention)"
morgans.com.au,FOUND,N/A,disclose_lookup,,,security@morgans.com.au,"via disclose.io lookup (cert, convention)"
modrek.ai,FOUND,N/A,disclose_lookup,,,security@modrek.ai,"via disclose.io lookup (cert, convention)"
marketxls.com,FOUND,N/A,disclose_lookup,,,security@marketxls.com,"via disclose.io lookup (cert, convention)"
morningstar.com,FOUND,N/A,disclose_lookup,,,domainadmin@morningstar.com,"via disclose.io lookup (abuse_contact, cert, convention)"
miracleplus.com,FOUND,N/A,disclose_lookup,,,security@miracleplus.com,"via disclose.io lookup (cert, convention)"
moomoo.com,FOUND,N/A,disclose_lookup,,,security@moomoo.com,"via disclose.io lookup (cert, convention)"
nickel.com,FOUND,N/A,disclose_lookup,,,security@nickel.com,"via disclose.io lookup (cert, convention)"
n3xt.io,FOUND,N/A,security.txt,https://n3xt.io/.well-known/security.txt,,https://docs.google.com/forms/d/e/1FAIpQLScG4W-eQ93TcObMj__g9XPvmB6zumTEywCERHHiTvsW31RTgQ/viewform,"security.txt: contact, expires, preferred-languages, canonical, policy"
morepaymentevolution.com,FOUND,N/A,disclose_lookup,,,security@morepaymentevolution.com,"via disclose.io lookup (cert, convention)"
octus.com,FOUND,N/A,disclose_lookup,,,security@octus.com,"via disclose.io lookup (cert, convention)"
olivepartners.co,FOUND,N/A,security.txt,https://olivepartners.co/.well-known/security.txt,,security@olivepartners.co,"security.txt: <style>*,, <style>@charset ""utf-8"";blockquote,body,dd,dl,dt,fieldset,form,h1,h2,h3,h4,h5,h6,html,input,ol,pre,td,textarea,th{margin, <style>[data-aos][data-aos][data-aos-duration=""50""],body[data-aos-duration=""50""] [data-aos]{transition-duration, <style>@font-face{font-family, <style>@charset ""utf-8"";, <style>@media only screen and (max-width, <style>.swiper .swiper-notification{left, <style>.swiper-cards{overflow, <style>.swiper-creative .swiper-slide{backface-visibility, <style>.swiper-cube{overflow, <style>.swiper-fade.swiper-free-mode .swiper-slide{transition-timing-function, <style>.swiper-flip{overflow, <style>.swiper-free-mode>.swiper-wrapper{margin, <style>.swiper-grid>.swiper-wrapper{-ms-flex-wrap, <style>, <style>.swiper-pagination{position, <style>.swiper-scrollbar{background, <style>.swiper-virtual .swiper-slide{-webkit-backface-visibility, <style>.swiper-zoom-container{display, <style>@charset ""utf-8"";blockquote[data-v-3703d141],body[data-v-3703d141],dd[data-v-3703d141],dl[data-v-3703d141],dt[data-v-3703d141],fieldset[data-v-3703d141],form[data-v-3703d141],h1[data-v-3703d141],h2[data-v-3703d141],h3[data-v-3703d141],h4[data-v-3703d141],h5[data-v-3703d141],h6[data-v-3703d141],html[data-v-3703d141],input[data-v-3703d141],ol[data-v-3703d141],pre[data-v-3703d141],td[data-v-3703d141],textarea[data-v-3703d141],th[data-v-3703d141]{margin, <style>@charset ""utf-8"";blockquote[data-v-de657da3],body[data-v-de657da3],dd[data-v-de657da3],dl[data-v-de657da3],dt[data-v-de657da3],fieldset[data-v-de657da3],form[data-v-de657da3],h1[data-v-de657da3],h2[data-v-de657da3],h3[data-v-de657da3],h4[data-v-de657da3],h5[data-v-de657da3],h6[data-v-de657da3],html[data-v-de657da3],input[data-v-de657da3],ol[data-v-de657da3],pre[data-v-de657da3],td[data-v-de657da3],textarea[data-v-de657da3],th[data-v-de657da3]{margin, <style>@charset ""utf-8"";blockquote[data-v-02ae5528],body[data-v-02ae5528],dd[data-v-02ae5528],dl[data-v-02ae5528],dt[data-v-02ae5528],fieldset[data-v-02ae5528],form[data-v-02ae5528],h1[data-v-02ae5528],h2[data-v-02ae5528],h3[data-v-02ae5528],h4[data-v-02ae5528],h5[data-v-02ae5528],h6[data-v-02ae5528],html[data-v-02ae5528],input[data-v-02ae5528],ol[data-v-02ae5528],pre[data-v-02ae5528],td[data-v-02ae5528],textarea[data-v-02ae5528],th[data-v-02ae5528]{margin, <style>@charset ""utf-8"";blockquote[data-v-426f765d],body[data-v-426f765d],dd[data-v-426f765d],dl[data-v-426f765d],dt[data-v-426f765d],fieldset[data-v-426f765d],form[data-v-426f765d],h1[data-v-426f765d],h2[data-v-426f765d],h3[data-v-426f765d],h4[data-v-426f765d],h5[data-v-426f765d],h6[data-v-426f765d],html[data-v-426f765d],input[data-v-426f765d],ol[data-v-426f765d],pre[data-v-426f765d],td[data-v-426f765d],textarea[data-v-426f765d],th[data-v-426f765d]{margin, <style>@charset ""utf-8"";blockquote[data-v-d76c9729],body[data-v-d76c9729],dd[data-v-d76c9729],dl[data-v-d76c9729],dt[data-v-d76c9729],fieldset[data-v-d76c9729],form[data-v-d76c9729],h1[data-v-d76c9729],h2[data-v-d76c9729],h3[data-v-d76c9729],h4[data-v-d76c9729],h5[data-v-d76c9729],h6[data-v-d76c9729],html[data-v-d76c9729],input[data-v-d76c9729],ol[data-v-d76c9729],pre[data-v-d76c9729],td[data-v-d76c9729],textarea[data-v-d76c9729],th[data-v-d76c9729]{margin, <meta property=""og, <link rel=""canonical"" href=""https, <script type=""application/ld+json"">{""@context"", <meta name=""robots"" content=""index, follow, max-image-preview, <script id=""unhead, <script>window.__nuxt__={};window.__nuxt__.config={public"
mynyfy.com,FOUND,N/A,disclose_lookup,,,security@mynyfy.com,"via disclose.io lookup (cert, convention)"
nachonacho.com,FOUND,N/A,disclose_lookup,,,security@nachonacho.com,"via disclose.io lookup (cert, convention)"
moodys.com,FOUND,N/A,disclose_lookup,,,security@moodys.com,"via disclose.io lookup (cert, convention)"
onepay.com,FOUND,N/A,disclose_lookup,,,security@onepay.com,"via disclose.io lookup (cert, convention)"
optionsamurai.com,FOUND,N/A,disclose_lookup,,,security@optionsamurai.com,"via disclose.io lookup (cert, convention)"
owlvc.com,FOUND,N/A,disclose_lookup,,,itsupport@owlvc.com,"via disclose.io lookup (abuse_contact, cert, convention)"
pavefi.com,FOUND,N/A,disclose_lookup,,,security@pavefi.com,"via disclose.io lookup (cert, convention)"
outdoorsy.com,FOUND,N/A,disclose_lookup,,,security@outdoorsy.com,"via disclose.io lookup (cert, convention)"
optimizedpayments.com,FOUND,N/A,disclose_lookup,,,security@optimizedpayments.com,"via disclose.io lookup (cert, convention)"
orbitfin.ai,FOUND,N/A,disclose_lookup,,,security@wiley.com,"via disclose.io lookup (cert, convention, security_txt)"
payouts.com,FOUND,N/A,disclose_lookup,,,security@payouts.com,"via disclose.io lookup (cert, convention)"
msci.com,FOUND,N/A,disclose_lookup,,,https://hackerone.com/msci,"via disclose.io lookup (cert, convention, email, vdp)"
ortex.com,FOUND,N/A,security.txt,https://ortex.com/.well-known/security.txt,,security@ortex.com,"security.txt: <meta name='robots' content='index, follow, max-image-preview, var _ckygcm = {""status"", <script id=""cookie-law-info-gcm-js"" type=""text/javascript"" src=""https, gtag('consent', 'default', {""ad_personalization"", window._googlesitekitconsentcategorymap = {""statistics"", window._googlesitekitconsents = {""ad_personalization"", <!-- this site is optimized with the yoast seo premium plugin v27.5 (yoast seo v28.0) - https, <link data-rocket-prefetch href=""https, <link data-rocket-prefetch href=""http, <link data-rocket-preload as=""style"" href=""https, <link href=""https, <noscript data-wpr-hosted-gf-parameters=""""><link rel=""stylesheet"" href=""https, <link rel=""canonical"" href=""http, <meta property=""og, <meta property=""article, <meta name=""twitter, <script type=""application/ld+json"" class=""yoast-schema-graph"">{""@context"", <link href='https, <link rel=""alternate"" title=""oembed (json)"" type=""application/json+oembed"" href=""https, <link rel=""alternate"" title=""oembed (xml)"" type=""text/xml+oembed"" href=""https, img, display, border, box-shadow, height, width, margin, vertical-align, background, padding, , /*wp_block_styles_on_demand_placeholder, .wp-block-button__link{color, <link data-minify=""1"" rel='stylesheet' id='bootstrap-css-css' href='https, <link data-minify=""1"" rel='stylesheet' id='fix-css-css' href='https, <link rel='stylesheet' id='lity-css-css' href='https, <link data-minify=""1"" rel='stylesheet' id='aos-css-css' href='https, <script type=""text/javascript"" src=""https, gtag(""set"",""linker"",{""domains"", window._googlesitekit = window._googlesitekit "
parqet.com,FOUND,N/A,disclose_lookup,,,security@parqet.com,"via disclose.io lookup (cert, convention)"
pazy.io,FOUND,N/A,disclose_lookup,,,security@pazy.io,"via disclose.io lookup (cert, convention)"
payhawk.com,FOUND,N/A,security.txt,,,security@payhawk.com,"security.txt: contact, expires, encryption, preferred-languages, canonical, policy, hiring, openbugbounty"
printmailsolutions.com,FOUND,N/A,disclose_lookup,,,security@printmailsolutions.com,"via disclose.io lookup (cert, convention)"
portao3.com.br,FOUND,N/A,disclose_lookup,,,security@portao3.com.br,"via disclose.io lookup (cert, convention)"
propertymanagement.com,FOUND,N/A,disclose_lookup,,,security@propertymanagement.com,"via disclose.io lookup (cert, convention)"
paytmpayments.com,FOUND,N/A,disclose_lookup,,,security@paytmpayments.com,"via disclose.io lookup (cert, convention)"
paymob.com,FOUND,N/A,disclose_lookup,,,security@paymob.com,"via disclose.io lookup (cert, convention)"
quanthome.com,FOUND,N/A,disclose_lookup,,,security@quanthome.com,"via disclose.io lookup (cert, convention)"
public.com,FOUND,N/A,security.txt,https://public.com/security.txt,,security@public.com,"security.txt: contact, we run our bounty program through the hackerone platform (https, expires, preferred-languages, policy"
quiverquant.com,FOUND,N/A,disclose_lookup,,,security@quiverquant.com,"via disclose.io lookup (cert, convention)"
quartr.com,FOUND,N/A,disclose_lookup,,,security@quartr.com,"via disclose.io lookup (cert, convention)"
ramp.com,FOUND,N/A,security.txt,https://ramp.com/.well-known/security.txt,,security-external@ramp.com,"security.txt: contact, expires, preferred-languages, hiring"
prosal.com,FOUND,N/A,disclose_lookup,,,security@prosal.com,"via disclose.io lookup (cert, convention)"
preqin.com,FOUND,N/A,disclose_lookup,,,infosec@preqin.com,"via disclose.io lookup (cert, convention, email)"
