domain|verdict|program_type|source_step|program_url|platform|contact_email|notes
bounceinsights.com|FOUND|VDP|disclose.io|https://bounceinsights.com/.well-known/security.txt|self-hosted|security@bounceinsights.com|disclosure channel confirmed
bonnie.ai|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@bonnie.ai|disclosure channel confirmed
bold.security|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@bold.security|disclosure channel confirmed
bonafide.ai|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@bonafide.ai|disclosure channel confirmed
brale.xyz|FOUND|VDP|disclose.io|https://brale.xyz/.well-known/security.txt|self-hosted|security@brale.xyz|disclosure channel confirmed
boompop.com|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@boompop.com|disclosure channel confirmed
bnicapital.com|FOUND|VDP|disclose.io||self-hosted|security@bnicapital.com|disclosure channel confirmed
blueshoe.com|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@blueshoe.com|disclosure channel confirmed
bridgemarketplace.com|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@bridgemarketplace.com|disclosure channel confirmed
brainfab.com|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@brainfab.com|disclosure channel confirmed
breakthroughsales.io|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@breakthroughsales.io|disclosure channel confirmed
bradsdeals.com|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@bradsdeals.com|disclosure channel confirmed
breezy.hr|FOUND|VDP|disclose.io|https://csirtsnetwork.eu/|self-hosted|security@breezy.hr|disclosure channel confirmed
brain.fi|FOUND|VDP|disclose.io|https://www.kyberturvallisuuskeskus.fi/en/|self-hosted|security@brain.fi|disclosure channel confirmed
brandsmeetcreators.com|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@brandsmeetcreators.com|disclosure channel confirmed
brightmls.com|FOUND|VDP|disclose.io|https://brightmls.com/.well-known/security.txt|self-hosted|security@brightmls.com|disclosure channel confirmed
branch.co|FOUND|VDP|disclose.io|https://hackerone.com/priyanshuxo|self-hosted|security@branch.co|disclosure channel confirmed
browserless.io|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@browserless.io|disclosure channel confirmed
brightidea.com|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@brightidea.com|disclosure channel confirmed
builders.studio|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@builders.studio|disclosure channel confirmed
buffer.com|FOUND|VDP|disclose.io|https://buffer.com/legal#security|self-hosted|security@buffer.com|disclosure channel confirmed
bsteuern.com|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@bsteuern.com|disclosure channel confirmed
briecomterobert.fr|FOUND|VDP|disclose.io|https://www.cert.ssi.gouv.fr/|self-hosted|security@briecomterobert.fr|disclosure channel confirmed
buildwithtrace.com|FOUND|VDP|disclose.io|https://buildwithtrace.com/.well-known/security.txt|self-hosted|security@buildwithtrace.com|disclosure channel confirmed
brightedge.com|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@brightedge.com|disclosure channel confirmed
bullit.ai|FOUND|VDP|disclose.io|https://www.cyber.gc.ca/en/incident-management|self-hosted|security@bullit.ai|disclosure channel confirmed
builderhead.com|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@builderhead.com|disclosure channel confirmed
buymeacoffee.com|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@buymeacoffee.com|disclosure channel confirmed
buddy.works|FOUND|VDP|disclose.io|https://buddy.works/disclosure-policy|self-hosted|security@buddy.works|disclosure channel confirmed
bythen.ai|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@bythen.ai|disclosure channel confirmed
bzigo.com|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@bzigo.com|disclosure channel confirmed
caisgroup.com|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@caisgroup.com|disclosure channel confirmed
bytehide.com|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@bytehide.com|disclosure channel confirmed
cal.com|FOUND|VDP|disclose.io|https://cal.com/.well-known/security.txt|self-hosted|security@cal.com|disclosure channel confirmed
burbio.com|FOUND|VDP|disclose.io|https://burbio.com/.well-known/security.txt|self-hosted|security@burbio.com|disclosure channel confirmed
calendly.com|FOUND|VDP|disclose.io|https://calendly.com/.well-known/security.txt|self-hosted|security@calendly.com|disclosure channel confirmed
callgrid.com|FOUND|VDP|disclose.io|https://callgrid.com/security.txt|self-hosted|security@callgrid.com|disclosure channel confirmed
cabsin.org.br|FOUND|VDP|disclose.io|https://cabsin.org.br/.well-known/security.txt|self-hosted|security@cabsin.org.br|disclosure channel confirmed
bundledocs.com|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@bundledocs.com|disclosure channel confirmed
canix.com|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@canix.com|disclosure channel confirmed
capcade.com|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@capcade.com|disclosure channel confirmed
campaignswell.com|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@campaignswell.com|disclosure channel confirmed
capsule.video|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@capsule.video|disclosure channel confirmed
canva.com|FOUND|VDP|disclose.io|https://canva.com/.well-known/security.txt|self-hosted|security@canva.com|disclosure channel confirmed
callpercy.com|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@callpercy.com|disclosure channel confirmed
carbonarc.ai|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@carbonarc.ai|disclosure channel confirmed
candid.org|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@candid.org|disclosure channel confirmed
campcation.com|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@campcation.com|disclosure channel confirmed
camsbiometrics.com|FOUND|VDP|disclose.io|https://www.cert-in.org.in/|self-hosted|security@camsbiometrics.com|disclosure channel confirmed
carohq.com|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@carohq.com|disclosure channel confirmed
capta.co|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@capta.co|disclosure channel confirmed
ccare.org.au|FOUND|VDP|disclose.io|https://www.auscert.org.au/report/|self-hosted|security@ccare.org.au|disclosure channel confirmed
carriyo.com|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@carriyo.com|disclosure channel confirmed
cdsgroupe.com|FOUND|VDP|disclose.io|https://www.cert.ssi.gouv.fr/|self-hosted|security@cdsgroupe.com|disclosure channel confirmed
causematch.com|FOUND|VDP|disclose.io|https://causematch.com/.well-known/security.txt|self-hosted|security@causematch.com|disclosure channel confirmed
cashflowfrog.com|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@cashflowfrog.com|disclosure channel confirmed
cashcow.com|FOUND|VDP|disclose.io|https://cashcow.com/security.txt|self-hosted|security@cashcow.com|disclosure channel confirmed
cashfree.com|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@cashfree.com|disclosure channel confirmed
cevoid.com|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@cevoid.com|disclosure channel confirmed
channel99.com|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@channel99.com|disclosure channel confirmed
channelkey.com|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@channelkey.com|disclosure channel confirmed
ceo-cf.com|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@ceo-cf.com|disclosure channel confirmed
cbinsights.com|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@cbinsights.com|disclosure channel confirmed
chariow.com|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@chariow.com|disclosure channel confirmed
cfstinson.com|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@cfstinson.com|disclosure channel confirmed
cevro.ai|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@cevro.ai|disclosure channel confirmed
checkr.com|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@checkr.com|disclosure channel confirmed
chisellabs.com|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@chisellabs.com|disclosure channel confirmed
changdobels.se|FOUND|VDP|disclose.io|https://www.cert.se/en/|self-hosted|security@changdobels.se|disclosure channel confirmed
ceramic.ai|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@ceramic.ai|disclosure channel confirmed
chift.eu|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@chift.eu|disclosure channel confirmed
chartmetric.com|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@chartmetric.com|disclosure channel confirmed
chipax.com|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@chipax.com|disclosure channel confirmed
chidoanh.com|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@chidoanh.com|disclosure channel confirmed
chordian.ai|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@chordian.ai|disclosure channel confirmed
chroniclehq.com|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@chroniclehq.com|disclosure channel confirmed
chetto.ai|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@chetto.ai|disclosure channel confirmed
cinode.com|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@cinode.com|disclosure channel confirmed
circuitry.ai|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@circuitry.ai|disclosure channel confirmed
ci-hub.com|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@ci-hub.com|disclosure channel confirmed
cixon.de|FOUND|VDP|disclose.io|https://www.bsi.bund.de/EN/Themen/Unternehmen-und-Organisationen/IT-Sicherheitsvorfall/it-sicherheitsvorfall_node.html|self-hosted|security@cixon.de|disclosure channel confirmed
civicmarketplace.com|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@civicmarketplace.com|disclosure channel confirmed
cizgi.net|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@cizgi.net|disclosure channel confirmed
cirra.ai|FOUND|VDP|disclose.io|https://www.cyber.gc.ca/en/incident-management|self-hosted|security@cirra.ai|disclosure channel confirmed
clarity.ai|FOUND|VDP|disclose.io|https://www.incibe-cert.es/en|self-hosted|security@clarity.ai|disclosure channel confirmed
citsolutions.net|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@citsolutions.net|disclosure channel confirmed
classavo.com|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@classavo.com|disclosure channel confirmed
clarify.io|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@clarify.io|disclosure channel confirmed
clazar.io|FOUND|VDP|disclose.io|https://clazar.io/vulnerability-disclosure-policy|self-hosted|security@clazar.io|disclosure channel confirmed
classfit.com|FOUND|VDP|disclose.io|https://classfit.com/.well-known/security.txt|self-hosted|security@classfit.com|disclosure channel confirmed
clearpointstrategy.com|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@clearpointstrategy.com|disclosure channel confirmed
clearer.io|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@clearer.io|disclosure channel confirmed
clerk.chat|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@clerk.chat|disclosure channel confirmed
cleartrip.com|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@cleartrip.com|disclosure channel confirmed
cles.org|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@cles.org|disclosure channel confirmed
cleo.com|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@cleo.com|disclosure channel confirmed
clickup.com|FOUND|VDP|disclose.io|https://clickup.com/bug-bounty|self-hosted|security@clickup.com|disclosure channel confirmed
climateactiondata.org|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@climateactiondata.org|disclosure channel confirmed
clint.digital|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@clint.digital|disclosure channel confirmed
clay.earth|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@clay.earth|disclosure channel confirmed
clickrain.com|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@clickrain.com|disclosure channel confirmed
clockworkrecruiting.com|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@clockworkrecruiting.com|disclosure channel confirmed
close.com|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@close.com|disclosure channel confirmed
clinicadoleite.com.br|FOUND|VDP|disclose.io|https://www.cert.br/|self-hosted|security@clinicadoleite.com.br|disclosure channel confirmed
closedloop.ai|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@closedloop.ai|disclosure channel confirmed
cloverly.com|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@cloverly.com|disclosure channel confirmed
cloudeagle.ai|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@cloudeagle.ai|disclosure channel confirmed
coinstats.app|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@coinstats.app|disclosure channel confirmed
cloudgov.ai|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@cloudgov.ai|disclosure channel confirmed
cognifit.com|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@cognifit.com|disclosure channel confirmed
cofi.ai|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@cofi.ai|disclosure channel confirmed
collegepulse.com|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@collegepulse.com|disclosure channel confirmed
coastapp.com|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@coastapp.com|disclosure channel confirmed
collection.com.br|FOUND|VDP|disclose.io|https://www.cert.br/|self-hosted|security@collection.com.br|disclosure channel confirmed
coinmarketcap.com|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@coinmarketcap.com|disclosure channel confirmed
compelling.ai|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@compelling.ai|disclosure channel confirmed
commented.io|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@commented.io|disclosure channel confirmed
comscore.com|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@comscore.com|disclosure channel confirmed
conjura.com|FOUND|VDP|disclose.io|https://app.conjura.com/.well-known/security.txt|self-hosted|security@conjura.com|disclosure channel confirmed
connect-x.tech|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@connect-x.tech|disclosure channel confirmed
companyenrich.com|FOUND|VDP|disclose.io|https://www.usom.gov.tr/|self-hosted|security@companyenrich.com|disclosure channel confirmed
cones.com|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@cones.com|disclosure channel confirmed
companion.energy|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@companion.energy|disclosure channel confirmed
compliancely.com|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@compliancely.com|disclosure channel confirmed
commoninja.com|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@commoninja.com|disclosure channel confirmed
comundo.io|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@comundo.io|disclosure channel confirmed
contaja.com.br|FOUND|VDP|disclose.io|https://www.cert.br/|self-hosted|security@contaja.com.br|disclosure channel confirmed
contentstudio.io|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@contentstudio.io|disclosure channel confirmed
consensus.app|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@consensus.app|disclosure channel confirmed
contraktor.com.br|FOUND|VDP|disclose.io|https://www.cert.br/|self-hosted|security@contraktor.com.br|disclosure channel confirmed
conversionmediagroup.com|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@conversionmediagroup.com|disclosure channel confirmed
coolset.com|FOUND|VDP|disclose.io|https://english.ncsc.nl/contact/reporting-a-vulnerability-cvd|self-hosted|security@coolset.com|disclosure channel confirmed
contextqa.com|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@contextqa.com|disclosure channel confirmed
cooroundtable.com|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@cooroundtable.com|disclosure channel confirmed
controlle.com|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@controlle.com|disclosure channel confirmed
copera.ai|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@copera.ai|disclosure channel confirmed
copilot.money|FOUND|VDP|disclose.io|https://copilot.money/.well-known/security.txt|self-hosted|security@copilot.money|disclosure channel confirmed
conviva.com|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@conviva.com|disclosure channel confirmed
copperx.io|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@copperx.io|disclosure channel confirmed
copilot.tax|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@copilot.tax|disclosure channel confirmed
coraly.ai|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@coraly.ai|disclosure channel confirmed
convesio.com|FOUND|VDP|disclose.io|https://convesio.com/.well-known/security.txt|self-hosted|security@convesio.com|disclosure channel confirmed
copilotkit.ai|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@copilotkit.ai|disclosure channel confirmed
convex.dev|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@convex.dev|disclosure channel confirmed
cortea.ai|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@cortea.ai|disclosure channel confirmed
corvera.ai|FOUND|VDP|disclose.io|https://www.ncsc.gov.uk/section/about-this-website/contact-us|self-hosted|security@corvera.ai|disclosure channel confirmed
coros.com|FOUND|VDP|disclose.io|https://coros.com/report-vulnerability|self-hosted|security@coros.com|disclosure channel confirmed
corneliajames.com|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@corneliajames.com|disclosure channel confirmed
creatordb.app|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@creatordb.app|disclosure channel confirmed
coupler.io|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@coupler.io|disclosure channel confirmed
creatorland.com|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@creatorland.com|disclosure channel confirmed
credplatform.com|FOUND|VDP|disclose.io|https://www.ncsc.gov.uk/section/about-this-website/contact-us|self-hosted|security@credplatform.com|disclosure channel confirmed
creatio.ch|FOUND|VDP|disclose.io|https://www.ncsc.admin.ch/ncsc/en/home.html|self-hosted|security@creatio.ch|disclosure channel confirmed
credibledata.com|FOUND|VDP|disclose.io|https://credibledata.com/security.txt|self-hosted|security@credibledata.com|disclosure channel confirmed
cryptoquant.com|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@cryptoquant.com|disclosure channel confirmed
crstl.ai|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@crstl.ai|disclosure channel confirmed
criterionrsch.com|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@criterionrsch.com|disclosure channel confirmed
credix.finance|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@credix.finance|disclosure channel confirmed
crustdata.com|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@crustdata.com|disclosure channel confirmed
cuballama.com|FOUND|VDP|disclose.io|https://cuballama.com/.well-known/security.txt|self-hosted|security@cuballama.com|disclosure channel confirmed
crowdin.com|FOUND|VDP|disclose.io|https://crowdin.com/.well-known/security.txt|self-hosted|security@crowdin.com|disclosure channel confirmed
cruva.com|FOUND|VDP|disclose.io|https://cruva.com/.well-known/security.txt|self-hosted|security@cruva.com|disclosure channel confirmed
cumbuca.com|FOUND|VDP|disclose.io|https://cumbuca.com/.well-known/security.txt|self-hosted|security@cumbuca.com|disclosure channel confirmed
cuebiq.com|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@cuebiq.com|disclosure channel confirmed
csllcnow.com|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@csllcnow.com|disclosure channel confirmed
cufinder.io|FOUND|VDP|disclose.io|https://www.bsi.bund.de/EN/Themen/Unternehmen-und-Organisationen/IT-Sicherheitsvorfall/it-sicherheitsvorfall_node.html|self-hosted|security@cufinder.io|disclosure channel confirmed
curemedia.com|FOUND|VDP|disclose.io|https://www.cert.se/en/|self-hosted|security@curemedia.com|disclosure channel confirmed
curri.com|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@curri.com|disclosure channel confirmed
cuelinks.com|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@cuelinks.com|disclosure channel confirmed
curate.co|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@curate.co|disclosure channel confirmed
cuemath.com|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@cuemath.com|disclosure channel confirmed
cypress.io|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@cypress.io|disclosure channel confirmed
customerscore.io|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@customerscore.io|disclosure channel confirmed
cyberarmorsystems.com|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@cyberarmorsystems.com|disclosure channel confirmed
cuure.com|FOUND|VDP|disclose.io|https://www.kb.cert.org/vuls/report/|self-hosted|security@cuure.com|disclosure channel confirmed
